Title	Reading time (min)	Author	Last Name	Name	Country	Genre	Birth Year	Death Year	Linked Authors	Categories
El capitán Kidd: Pirata	6.03	Marcel	Schwob	Schwob, Marcel	France	Unknown	1867.0	1905.0	François Villon,Jorge Luis Borges,Julio Verne,Robert Louis Stevenson,William Faulkner	Críticos literarios de Francia,Escritores de Francia del siglo XIX,Escritores en francés,Fallecidos en 1905,Fallecidos en París,Hombres,Judíos de Francia,Nacidos en 1867,Nacidos en Chaville,Traductores de Francia del siglo XIX,Traductores de William Shakespeare
El hijo ingrato	0.835	Hermanos	Grimm	Grimm, Hermanos	Germany	Romanticism	1785.0	1863.0	Charles Perrault	Cuentistas de Alemania,Dúos de hermanos,Escritores de Alemania del siglo XIX,Escritores de literatura infantil de Alemania,Escritores en alemán,Germanistas,Hermanos Grimm,Lexicógrafos de Alemania,Lingüistas de Alemania del siglo XIX,Mitógrafos,Parejas de artistas
La zorra y el cangrejo del mar	0.415	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
La leyenda del murciélago	1.69	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
La hucha	4.3	Hans Christian	Andersen	Andersen, Hans Christian	Denmark	Romanticism	1805.0	1875.0	Charles Dickens,William Shakespeare	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por Espana,Zurdos
Las dos ciudades	1.925	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
Los cinco cuentos cortos más bellos del mundo: II	0.5	Gabriel	García Márquez	García Márquez, Gabriel	Colombia	Romanticism	1927.0	2014.0	Alejo Carpentier,Carlos Fuentes,Daniel Defoe,Ernest Hemingway,Franz Kafka,James Joyce,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Mario Benedetti,Miguel de Cervantes,Miguel Ángel Asturias,Pablo Neruda,Virginia Woolf,William Faulkner,Álvaro Cepeda Samudio,Álvaro Mutis	Alumnado de la Universidad Nacional de Colombia,Ateos de Colombia,Condecorados con la Orden al Mérito Docente y Cultural Gabriela Mistral,Cuentistas de Colombia,Escritores posmodernos,Fallecidos en 2014,Fallecidos en Ciudad de México,Gabriel García Márquez,Hombres,Laureados con el Premio Nobel 1982,Nacidos en 1927,Nacidos en Aracataca,Novelistas de Colombia,Premio Nobel de Literatura
Hermanos argentinos	6.14	Carlos María	Gutiérrez	Gutiérrez, Carlos María	Uruguay	Journalism	1926.0	1991.0	Cintio Vitier,Ernesto Cardenal,Gabriel García Márquez,Idea Vilarino,Jorge Luis Borges,Mario Benedetti,Rodolfo Walsh,Roque Dalton	Caricaturistas de Uruguay,Críticos de cine de Uruguay,Cuentistas de Uruguay,Escritores en espanol del siglo XX,Exiliados uruguayos,Fallecidos en 2001,Fallecidos en Montevideo,Hombres,Nacidos en 1926,Periodistas de Uruguay,Poetas de Uruguay,Premio Casa de las Américas,Prisioneros políticos de Uruguay
El sillón de mimbre	5.85	Hermann	Hesse	Hesse, Hermann	Germany	Romanticism	1877.0	1962.0	Bertolt Brecht,Friedrich Schiller,Gabriela Mistral,Joseph von Eichendorff,Thomas Mann	Alemanes laureados con el Premio Nobel de Literatura,Escritores de Suiza del siglo XX,Escritores en alemán,Fallecidos en 1962,Fallecidos en Collina d'Oro,Hermann Hesse,Hombres,Laureados con el Premio Nobel 1946,Laureados con el Premio Nobel de Literatura por idioma alemán,Miembros de la Academia de las Artes de Berlín,Nacidos en 1877,Nacidos en Calw,Novelistas de Alemania del siglo XX,Pintores de Suiza del siglo XX,Poetas de Alemania del siglo XX,Poetas de Suiza,Premio Gottfried Keller,Suizo-alemanes,Suizos laureados con el Premio Nobel de Literatura
Los arcos de triunfo	0.035	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
El gato	3.745	Juan Carlos	Onetti	Onetti, Juan Carlos	Uruguay	Modernism	1909.0	1994.0	Albert Camus,Cristina Peri Rossi,Ernest Hemingway,Félix Grande,Gerardo Diego,Idea Vilarino,James Joyce,Jorge Luis Borges,Julio Cortázar,Marcel Proust,Octavio Paz,Pío Baroja,William Faulkner	Cuentistas de Uruguay,Escritores en espanol del siglo XX,Exiliados uruguayos en Espana,Fallecidos en 1994,Fallecidos en Madrid,Ganadores del Premio Cervantes,Ganadores del Premio de la Crítica de narrativa castellana,Hombres,Juan Carlos Onetti,Nacidos en 1909,Nacidos en Montevideo,Novelistas de Uruguay,Sepultados en el cementerio de La Almudena
El león y el ratón	0.645	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
De amores	5.76	Inés	Arredondo	Arredondo, Inés	Mexico	Unknown	1928.0	1989.0	Amparo Dávila,Elena Garro,Jaime Sabines,Juan José Arreola,Juan Rulfo,Rosario Castellanos,Rubén Bonifaz Nuno,Tomás Segovia	Fallecidos en 1989,Inés Arredondo,Mujeres,Nacidos en 1928
Ajenjo	1.32	Rafael	Barrett	Barrett, Rafael	Unknown	Romanticism	1876.0	1910.0	Augusto Roa Bastos,Jorge Luis Borges	Anarquistas de Cantabria,Anarquistas de Espana del siglo XX,Anarquistas de Paraguay,Cuentistas de Paraguay,Cántabros del siglo XIX,Cántabros del siglo XX,Ensayistas de Paraguay,Escritores de Cantabria,Escritores en espanol del siglo XIX,Escritores en espanol del siglo XX,Fallecidos en 1910,Fallecidos en Nueva Aquitania,Hombres,Nacidos en 1876,Nacidos en Torrelavega,Periodistas de Cantabria,Periodistas de Paraguay,Políticos de Cantabria,Políticos de Paraguay
El mejor amigo de un muchacho	6.4	Isaac	Asimov	Asimov, Isaac	United States	Romanticism	1920.0	1992.0	Arthur C. Clarke,Kurt Vonnegut	Alumnado de la Universidad de Columbia,Ateos de Estados Unidos,Ateos judíos,Autobiógrafos de Estados Unidos,Autores ganadores del premio Hugo,Autores ganadores del premio Nébula,Comité para la Investigación Escéptica,Críticos de las religiones,Demócratas de Estados Unidos,Emigrantes soviéticos hacia Estados Unidos,Escritores de Estados Unidos del siglo XX,Escritores de ciencia ficción de Estados Unidos,Escritores de divulgación científica,Escritores en inglés del siglo XX,Escritores judíos,Escritores modernos de ficción relacionada con la mitología griega,Escépticos,Fallecidos en 1992,Fallecidos en Manhattan,Fallecidos por sida en Estados Unidos,Hombres,Humoristas de Estados Unidos,Isaac Asimov,Judíos de Estados Unidos,Miembros de Mensa,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Militares estadounidenses de la Segunda Guerra Mundial,Nacidos en 1920,Novelistas de Estados Unidos,Personas de Brooklyn,Polímatas,Profesores de la Universidad de Boston
Dichos de Luder 44	0.23	Julio Ramón	Ribeyro	Ribeyro, Julio Ramón	Peru	Romanticism	1929.0	1994.0	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929
De cómo repartió el diablo los males por el mundo	2.94	Ciro	Alegría	Alegría, Ciro	Peru	Romanticism	1909.0	1967.0	César Vallejo,Gabriela Mistral,Jorge Luis Borges,José María Arguedas,José Santos Chocano,Julio Ramón Ribeyro,Manuel Scorza,Ricardo Palma,Stefan Zweig	Alegría (familia),Alumnado de la Universidad Nacional de Trujillo,Alumnado del Colegio Nacional San Juan (Trujillo),Diputados de Perú 1963-1968,Diputados por Lima,Educadores de Perú,Escritores de Perú,Escritores en espanol del siglo XX,Fallecidos en 1967,Fallecidos por infarto agudo de miocardio,Grupo Norte (Trujillo),Hombres,Huamachuquinos,Indigenistas de Perú,Miembros de Acción Popular,Miembros del Partido Aprista Peruano,Nacidos en 1908,Novelistas de Perú,Periodistas de Perú,Prisioneros de Perú,Sepultados en el Cementerio Presbítero Maestro
Un diagnóstico de muerte	6.73	Ambrose	Bierce	Bierce, Ambrose	United States	Romanticism	1842.0	1914.0	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos
Catequesis	0.145	Marco	Denevi	Denevi, Marco	Argentina	Unknown	1922.0	1998.0	Unknown	Alumnado del Colegio Nacional de Buenos Aires,Cuentistas de Argentina,Diplomas al mérito Konex,Dramaturgos de Argentina,Escritores en espanol del siglo XX,Fallecidos en 1998,Hombres,Microrrelatistas,Nacidos en 1920,Novelistas de Argentina,Periodistas de Argentina,Personas de Sáenz Pena (Buenos Aires),Sepultados en el cementerio de la Recoleta
La infancia de Zoroastro	0.6	Unknown	Voltaire	Voltaire	France	Unknown	1694.0	1778.0	Unknown	Unknown
El precursor de Cervantes	1.01	Marco	Denevi	Denevi, Marco	Argentina	Unknown	1922.0	1998.0	Unknown	Alumnado del Colegio Nacional de Buenos Aires,Cuentistas de Argentina,Diplomas al mérito Konex,Dramaturgos de Argentina,Escritores en espanol del siglo XX,Fallecidos en 1998,Hombres,Microrrelatistas,Nacidos en 1920,Novelistas de Argentina,Periodistas de Argentina,Personas de Sáenz Pena (Buenos Aires),Sepultados en el cementerio de la Recoleta
Certeza	0.925	Fernando	Pessoa	Pessoa, Fernando	Portugal	Romanticism	1888.0	1935.0	Alfred Tennyson,Antonio Machado,Cecília Meireles,Edgar Allan Poe,Ezra Pound,James Joyce,Jesús Munárriz,John Keats,John Milton,José Luis García Martín,José Saramago,Lord Byron,Octavio Paz,Pablo Neruda,Percy Bysshe Shelley,T. S. Eliot,Walt Whitman,William Butler Yeats,William Shakespeare,William Wordsworth,Ángel Crespo	Agnósticos de Portugal,Escritores con seudónimo,Escritores de Portugal del siglo XX,Escritores en portugués,Fallecidos en 1935,Fallecidos por cirrosis,Fernando Pessoa,Hombres,Masones de Portugal,Nacidos en 1888,Nacidos en Lisboa,Paganos,Poesía moderna,Poetas de Portugal del siglo XX,Poetas en portugués,Rosacruces
Los reciarios	6.065	Dino	Buzzati	Buzzati, Dino	Italy	Unknown	1906.0	1972.0	Albert Camus,Jean-Paul Sartre,Thomas Mann	Cuentistas de Italia,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano,Fallecidos en 1972,Fallecidos en Milán,Fallecidos por cáncer de páncreas en Italia,Ganadores del Premio Napoli,Ganadores del Premio Strega,Hombres,Libretistas de ópera de Italia,Nacidos en 1906,Nacidos en Belluno,Novelistas de Italia del siglo XX
Verónica	5.775	Rubén	Darío	Darío, Rubén	Nicaragua	Unknown	1867.0	1916.0	Amado Nervo,Antonio Machado,Dante Alighieri,Edgar Allan Poe,Emilia Pardo Bazán,Federico García Lorca,Francisco Villaespesa,Garcilaso de la Vega,Gaspar Núnez de Arce,George Sand,Gustavo Adolfo Bécquer,Jacinto Benavente,José Asunción Silva,José Martí,José María de Heredia,José Santos Chocano,José Zorrilla,Juan Ramón Jiménez,Juan Valera,Julio Herrera y Reissig,Julián del Casal,Leandro Fernández de Moratín,Leopoldo Lugones,Lope de Vega,Luis Cernuda,Manuel Gutiérrez Nájera,Manuel Machado,Miguel de Cervantes Saavedra,Miguel de Unamuno,Octavio Paz,Pablo Neruda,Paul Verlaine,Pedro Salinas,Pere Gimferrer,Pío Baroja,Ramón de Campoamor,Ramón del Valle-Inclán,Ricardo Jaimes Freyre,Ricardo Palma,Salvador Díaz Mirón,Salvador Rueda,Théophile Gautier,Victor Hugo,Walt Whitman,William Shakespeare	Diplomáticos de Nicaragua,Embajadores de Nicaragua en Espana,Enfermos por viruela,Escritores de Nicaragua,Escritores del Modernismo,Escritores en espanol del siglo XIX,Escritores en espanol del siglo XX,Fallecidos en 1916,Fallecidos en Nicaragua,Fallecidos por cirrosis,Hombres,Héroes Nacionales de Nicaragua,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Masones de Nicaragua,Nacidos en 1867,Nicaragüenses,Periodistas de Nicaragua,Periodistas masculinos de Argentina,Personas de León (Nicaragua),Poesía moderna,Poetas de Nicaragua,Poetas en espanol,Rubén Darío
La feria	1.4	Julio	Torri	Torri, Julio	Mexico	Unknown	1889.0	1970.0	Heinrich Heine	Abogados de Coahuila,Escritores de Coahuila,Fallecidos en 1970,Fallecidos en Ciudad de México,Hombres,Microrrelatistas,Miembros de la Academia Mexicana de la Lengua,Miembros del Ateneo de la Juventud Mexicana,Nacidos en 1889,Nacidos en Saltillo
Aguafuerte	1.12	Rubén	Darío	Darío, Rubén	Nicaragua	Unknown	1867.0	1916.0	Amado Nervo,Antonio Machado,Dante Alighieri,Edgar Allan Poe,Emilia Pardo Bazán,Federico García Lorca,Francisco Villaespesa,Garcilaso de la Vega,Gaspar Núnez de Arce,George Sand,Gustavo Adolfo Bécquer,Jacinto Benavente,José Asunción Silva,José Martí,José María de Heredia,José Santos Chocano,José Zorrilla,Juan Ramón Jiménez,Juan Valera,Julio Herrera y Reissig,Julián del Casal,Leandro Fernández de Moratín,Leopoldo Lugones,Lope de Vega,Luis Cernuda,Manuel Gutiérrez Nájera,Manuel Machado,Miguel de Cervantes Saavedra,Miguel de Unamuno,Octavio Paz,Pablo Neruda,Paul Verlaine,Pedro Salinas,Pere Gimferrer,Pío Baroja,Ramón de Campoamor,Ramón del Valle-Inclán,Ricardo Jaimes Freyre,Ricardo Palma,Salvador Díaz Mirón,Salvador Rueda,Théophile Gautier,Victor Hugo,Walt Whitman,William Shakespeare	Diplomáticos de Nicaragua,Embajadores de Nicaragua en Espana,Enfermos por viruela,Escritores de Nicaragua,Escritores del Modernismo,Escritores en espanol del siglo XIX,Escritores en espanol del siglo XX,Fallecidos en 1916,Fallecidos en Nicaragua,Fallecidos por cirrosis,Hombres,Héroes Nacionales de Nicaragua,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Masones de Nicaragua,Nacidos en 1867,Nicaragüenses,Periodistas de Nicaragua,Periodistas masculinos de Argentina,Personas de León (Nicaragua),Poesía moderna,Poetas de Nicaragua,Poetas en espanol,Rubén Darío
Los simuladores	6.26	Anton	Chejov	Chejov, Anton	Russia	Dramaturgy	1860.0	1904.0	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi
Cleopatra	5.155	Mario	Benedetti	Benedetti, Mario	Uruguay	Romanticism	1920.0	2009.0	Gabriela Mistral,José Saramago,Pablo Neruda,Rubén Darío	Fallecidos en 2009,Hombres,Mario Benedetti,Nacidos en 1920
El asno enfermo	0.29	Unknown	Anónimo	Anónimo	Arabia	Unknown	0.0	0.0	Unknown	Unknown
La pelota	3.805	Felisberto	Hernández	Hernández, Felisberto	Uruguay	Unknown	1902.0	1963.0	Cristina Peri Rossi,Esther de Cáceres,Franz Kafka,Gabriel García Márquez,Horacio Quiroga,Ida Vitale,Italo Calvino,Jorge Luis Borges,Juan Carlos Onetti,Julio Cortázar,Marcel Proust	Compositores de Uruguay,Cuentistas de Uruguay,Escritores en espanol del siglo XX,Fallecidos en 1964,Hombres,Nacidos en 1902,Nacidos en Montevideo,Novelistas de Uruguay,Pianistas de Uruguay
La Encina y la Cana	1.06	Jean de	La Fontaine	La Fontaine, Jean de	France	Romanticism	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
La almohada	6.565	Emilia	Pardo Bazán	Pardo Bazán, Emilia	Unknown	Romanticism	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
